issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,926,210-7379831-7380756-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2010-04-27,Hotel Giardino,Retirement for Person or Organization,Swiss Climate Label CO2e-Neutral; CH55G0110,NA,152,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,5322,210-7388378-7393699-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2009-10-07,"Interface, Inc.",Retirement for Person or Organization,2009 Cool Carpet Program,NA,198,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,207,210-7380831-7381037-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2010-08-06,,,,NA,418,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,60,210-7380757-7380816-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2011-04-01,,,,NA,493,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,866,210-7381831-7382696-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2010-07-29,,,,NA,620,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,200,210-7382697-7382896-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2011-04-01,,,,NA,681,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,1000,210-7382897-7383896-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2011-04-01,,,,NA,683,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,448,210-7381038-7381485-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2010-11-03,,,,NA,694,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,1692,210-7383897-7385588-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2011-04-12,,,,NA,764,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,345,210-7381486-7381830-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2012-11-19,,,,NA,851,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,5,210-7380817-7380821-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2012-12-20,,,,NA,1683,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,1144,210-7385589-7386732-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2011-05-05,,,,NA,1767,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,1645,210-7386733-7388377-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2011-12-21,,,,NA,1897,134
2009-09-10,NA,VCU,2006-04-01,2008-12-31,2006-04-01,2008-12-31,134,"3.9 MW Bundled renewable energy project in Tamil Nadu, India",Asia,India,Energy industries (renewable/non-renewable sources),AMS-I.D.,13869,9,210-7380822-7380830-VCU-009-APX-IN-1-134-01042006-31122008-0,NA,NA,TRUE,2013-04-24,,,,NA,5365,134
